"country","city","lon","ranking","id","member_count","lat"
"de","Berlin",13.3800001144409,0,1007698,2374,52.5200004577637
"de","Hamburg",10,1,1007699,1944,53.5499992370605
"de","Frankfurt",8.68000030517578,2,1007702,1730,50.1199989318848
"de","München",11.5799999237061,3,1007700,1257,48.1399993896484
"de","Düsseldorf",6.78999996185303,4,1007706,1249,51.2400016784668
"dk","Copenhagen",12.5699996948242,0,1009335,4905,55.6800003051758
"dk","Århus",10.210000038147,1,1009336,479,56.1599998474121
